,Geneid,KO,Pathway_ko,Definition
450,Cre01.g035500,K00914,09101,Carbohydrate metabolism\n
451,Cre01.g035500,K00914,09132,Signal transduction\n
452,Cre01.g035500,K00914,04070,Phosphatidylinositol signaling system\n
453,Cre01.g035500,K00914,09141,Transport and catabolism\n
454,Cre01.g035500,K00914,04140,Autophagy - animal\n
455,Cre01.g035500,K00914,04138,Autophagy - yeast\n
456,Cre01.g035500,K00914,04136,Autophagy - other\n
457,Cre01.g035500,K00914,09171,Infectious diseases: Bacterial\n
458,Cre01.g035500,K00914,09172,Infectious diseases: Viral\n
459,Cre01.g035500,K00914,09182,Protein families: genetic information processing\n
460,Cre01.g035850,K14007,09123,"Folding, sorting and degradation\n"
461,Cre01.g035850,K14007,09182,Protein families: genetic information processing\n
462,Cre01.g035950,K03321,09183,Protein families: signaling and cellular processes\n
463,Cre01.g036050,K08734,09124,Replication and repair\n
464,Cre01.g036050,K08734,03460,Fanconi anemia pathway\n
465,Cre01.g036050,K08734,09161,Cancers: Overview\n
466,Cre01.g036050,K08734,09162,Cancers: Specific types\n
467,Cre01.g036050,K08734,05226,Gastric cancer\n
468,Cre01.g036050,K08734,05213,Endometrial cancer\n
469,Cre01.g036050,K08734,09176,Drug resistance: Antineoplastic\n
470,Cre01.g036050,K08734,09182,Protein families: genetic information processing\n
471,Cre01.g036100,K11790,09182,Protein families: genetic information processing\n
472,Cre01.g036600,K14570,09122,Translation\n
473,Cre01.g036600,K14570,09182,Protein families: genetic information processing\n
474,Cre01.g036750,K02493,09182,Protein families: genetic information processing\n
475,Cre01.g036800,K10397,09183,Protein families: signaling and cellular processes\n
476,Cre01.g036850,K00318,09105,Amino acid metabolism\n
477,Cre01.g037350,K17361,09181,Protein families: metabolism\n
478,Cre01.g037400,K12868,09121,Transcription\n
479,Cre01.g037400,K12868,09182,Protein families: genetic information processing\n
480,Cre01.g037600,K12418,09181,Protein families: metabolism\n
481,Cre01.g037900,K03257,09122,Translation\n
482,Cre01.g037900,K03257,09182,Protein families: genetic information processing\n
483,Cre01.g037900,K03257,03012,Translation factors\n
484,Cre01.g037900,K03257,09183,Protein families: signaling and cellular processes\n
485,Cre01.g038000,K16196,09123,"Folding, sorting and degradation\n"
486,Cre01.g038000,K16196,09141,Transport and catabolism\n
487,Cre01.g038000,K16196,04138,Autophagy - yeast\n
488,Cre01.g038000,K16196,09172,Infectious diseases: Viral\n
489,Cre01.g038000,K16196,05164,Influenza A\n
490,Cre01.g038000,K16196,05160,Hepatitis C\n
491,Cre01.g038000,K16196,05168,Herpes simplex infection\n
492,Cre01.g038000,K16196,09181,Protein families: metabolism\n
493,Cre01.g038250,K01590,09105,Amino acid metabolism\n
494,Cre01.g038400,K08057,09123,"Folding, sorting and degradation\n"
495,Cre01.g038400,K08057,09141,Transport and catabolism\n
496,Cre01.g038400,K08057,09151,Immune system\n
497,Cre01.g038400,K08057,09172,Infectious diseases: Viral\n
498,Cre01.g038400,K08057,05170,Human immunodeficiency virus 1 infection\n
499,Cre01.g038400,K08057,05163,Human cytomegalovirus infection\n
500,Cre01.g038400,K08057,05169,Epstein-Barr virus infection\n
501,Cre01.g038400,K08057,09174,Infectious diseases: Parasitic\n
502,Cre01.g038400,K08057,09182,Protein families: genetic information processing\n
503,Cre01.g038400,K08057,09183,Protein families: signaling and cellular processes\n
504,Cre01.g038550,K06119,09103,Lipid metabolism\n
505,Cre01.g038550,K06119,09181,Protein families: metabolism\n
506,Cre01.g038600,K10257,09181,Protein families: metabolism\n
507,Cre01.g038650,K12900,09121,Transcription\n
508,Cre01.g038650,K12900,09181,Protein families: metabolism\n
509,Cre01.g038650,K12900,09182,Protein families: genetic information processing\n
510,Cre01.g038700,K05016,09181,Protein families: metabolism\n
511,Cre01.g038700,K05016,09183,Protein families: signaling and cellular processes\n
512,Cre01.g038800,K09875,09183,Protein families: signaling and cellular processes\n
513,Cre01.g039200,K07935,09182,Protein families: genetic information processing\n
514,Cre01.g039200,K07935,09183,Protein families: signaling and cellular processes\n
515,Cre01.g039250,K02981,09122,Translation\n
516,Cre01.g039250,K02981,09182,Protein families: genetic information processing\n
517,Cre01.g039300,K13126,09122,Translation\n
518,Cre01.g039300,K13126,03015,mRNA surveillance pathway\n
519,Cre01.g039300,K13126,09123,"Folding, sorting and degradation\n"
520,Cre01.g039300,K13126,09182,Protein families: genetic information processing\n
521,Cre01.g039300,K13126,03041,Spliceosome\n
522,Cre01.g039350,K00327,09191,Unclassified: metabolism\n
523,Cre01.g039650,K01462,09191,Unclassified: metabolism\n
524,Cre01.g039750,K01462,09191,Unclassified: metabolism\n
525,Cre01.g039900,K00784,09122,Translation\n
526,Cre01.g039900,K00784,09182,Protein families: genetic information processing\n
527,Cre01.g040000,K02898,09122,Translation\n
528,Cre01.g040000,K02898,09182,Protein families: genetic information processing\n
529,Cre01.g040050,K00949,09108,Metabolism of cofactors and vitamins\n
530,Cre01.g040150,K08867,09181,Protein families: metabolism\n
531,Cre01.g040150,K08867,01009,Protein phosphatases and associated proteins\n
532,Cre01.g040200,K08867,09181,Protein families: metabolism\n
533,Cre01.g040200,K08867,01009,Protein phosphatases and associated proteins\n
534,Cre01.g040379,K14326,09122,Translation\n
535,Cre01.g040379,K14326,03015,mRNA surveillance pathway\n
536,Cre01.g040379,K14326,09182,Protein families: genetic information processing\n
537,Cre01.g040450,K14490,09132,Signal transduction\n
538,Cre01.g040500,K10643,09123,"Folding, sorting and degradation\n"
539,Cre01.g040500,K10643,09182,Protein families: genetic information processing\n
540,Cre01.g040500,K10643,04121,Ubiquitin system\n
541,Cre01.g041050,K03294,09193,Unclassified: signaling and cellular processes\n
542,Cre01.g041300,K03850,09107,Glycan biosynthesis and metabolism\n
543,Cre01.g041300,K03850,09181,Protein families: metabolism\n
544,Cre01.g041450,K17505,09181,Protein families: metabolism\n
545,Cre01.g042050,K07305,09191,Unclassified: metabolism\n
546,Cre01.g042150,K08658,09109,Metabolism of terpenoids and polyketides\n
547,Cre01.g042150,K08658,09181,Protein families: metabolism\n
548,Cre01.g042750,K01681,09101,Carbohydrate metabolism\n
549,Cre01.g042750,K01681,00630,Glyoxylate and dicarboxylate metabolism\n
550,Cre01.g042750,K01681,09102,Energy metabolism\n
551,Cre01.g042800,K19073,09108,Metabolism of cofactors and vitamins\n
552,Cre01.g042850,K17278,09183,Protein families: signaling and cellular processes\n
553,Cre01.g042900,K14191,09182,Protein families: genetic information processing\n
554,Cre01.g043000,K06941,09182,Protein families: genetic information processing\n
555,Cre01.g043350,K13600,09108,Metabolism of cofactors and vitamins\n
556,Cre01.g043750,K16749,09182,Protein families: genetic information processing\n
557,Cre01.g044000,K11663,09182,Protein families: genetic information processing\n
558,Cre01.g044050,K02153,09102,Energy metabolism\n
559,Cre01.g044050,K02153,09141,Transport and catabolism\n
560,Cre01.g044050,K02153,09155,Excretory system\n
561,Cre01.g044050,K02153,09156,Nervous system\n
562,Cre01.g044050,K02153,09163,Immune diseases\n
563,Cre01.g044050,K02153,09171,Infectious diseases: Bacterial\n
564,Cre01.g044050,K02153,05120,Epithelial cell signaling in Helicobacter pylori infection\n
565,Cre01.g044050,K02153,09172,Infectious diseases: Viral\n
566,Cre01.g044100,K01177,09101,Carbohydrate metabolism\n
567,Cre01.g044150,K06970,09182,Protein families: genetic information processing\n
568,Cre01.g044700,K00799,09106,Metabolism of other amino acids\n
569,Cre01.g044700,K00799,09111,Xenobiotics biodegradation and metabolism\n
570,Cre01.g044700,K00799,00982,Drug metabolism - cytochrome P450\n
571,Cre01.g044700,K00799,00983,Drug metabolism - other enzymes\n
572,Cre01.g044700,K00799,09161,Cancers: Overview\n
573,Cre01.g044700,K00799,05204,Chemical carcinogenesis\n
574,Cre01.g044700,K00799,09162,Cancers: Specific types\n
575,Cre01.g044700,K00799,09166,Cardiovascular diseases\n
576,Cre01.g044700,K00799,09176,Drug resistance: Antineoplastic\n
577,Cre01.g044700,K00799,09183,Protein families: signaling and cellular processes\n
578,Cre01.g044850,K17592,09181,Protein families: metabolism\n
579,Cre01.g045200,K10525,09103,Lipid metabolism\n
580,Cre01.g045550,K15283,09183,Protein families: signaling and cellular processes\n
581,Cre01.g045601,K13912,09154,Digestive system\n
582,Cre01.g045903,K11155,09103,Lipid metabolism\n
583,Cre01.g045903,K11155,09108,Metabolism of cofactors and vitamins\n
584,Cre01.g045903,K11155,09154,Digestive system\n
585,Cre01.g046150,K01262,09181,Protein families: metabolism\n
586,Cre01.g046652,K01866,09122,Translation\n
587,Cre01.g046652,K01866,09181,Protein families: metabolism\n
588,Cre01.g046652,K01866,09182,Protein families: genetic information processing\n
589,Cre01.g046652,K01866,03029,Mitochondrial biogenesis\n
590,Cre01.g046850,K04649,09123,"Folding, sorting and degradation\n"
591,Cre01.g046850,K04649,09182,Protein families: genetic information processing\n
592,Cre01.g047450,K18342,09182,Protein families: genetic information processing\n
593,Cre01.g047550,K07893,09182,Protein families: genetic information processing\n
594,Cre01.g047550,K07893,09183,Protein families: signaling and cellular processes\n
595,Cre01.g047550,K07893,04031,GTP-binding proteins\n
596,Cre01.g047650,K10268,09182,Protein families: genetic information processing\n
597,Cre01.g047700,K05864,09143,Cell growth and death\n
598,Cre01.g047700,K05864,04218,Cellular senescence\n
599,Cre01.g047700,K05864,09182,Protein families: genetic information processing\n
600,Cre01.g047750,K02882,09122,Translation\n
601,Cre01.g047750,K02882,09182,Protein families: genetic information processing\n
602,Cre01.g047900,K11583,09122,Translation\n
603,Cre01.g047900,K11583,09132,Signal transduction\n
604,Cre01.g047900,K11583,04151,PI3K-Akt signaling pathway\n
605,Cre01.g047900,K11583,04152,AMPK signaling pathway\n
606,Cre01.g047900,K11583,09153,Circulatory system\n
607,Cre01.g047900,K11583,09156,Nervous system\n
608,Cre01.g047900,K11583,09172,Infectious diseases: Viral\n
609,Cre01.g047900,K11583,09181,Protein families: metabolism\n
610,Cre01.g047900,K11583,09182,Protein families: genetic information processing\n
611,Cre01.g047950,K07934,09182,Protein families: genetic information processing\n
612,Cre01.g047950,K07934,09183,Protein families: signaling and cellular processes\n
613,Cre01.g048050,K01922,09108,Metabolism of cofactors and vitamins\n
614,Cre01.g048350,K19355,09101,Carbohydrate metabolism\n
615,Cre01.g048400,K16470,09182,Protein families: genetic information processing\n
616,Cre01.g048950,K13421,09104,Nucleotide metabolism\n
617,Cre01.g048950,K13421,09111,Xenobiotics biodegradation and metabolism\n
618,Cre01.g049132,K01922,09108,Metabolism of cofactors and vitamins\n
619,Cre01.g049500,K02261,09102,Energy metabolism\n
620,Cre01.g049500,K02261,09153,Circulatory system\n
621,Cre01.g049500,K02261,09159,Environmental adaptation\n
622,Cre01.g049500,K02261,09164,Neurodegenerative diseases\n
623,Cre01.g049500,K02261,05012,Parkinson disease\n
624,Cre01.g049500,K02261,05016,Huntington disease\n
625,Cre01.g049500,K02261,09167,Endocrine and metabolic diseases\n
626,Cre01.g049500,K02261,09182,Protein families: genetic information processing\n
627,Cre01.g049600,K02116,09181,Protein families: metabolism\n
628,Cre01.g050050,K18477,09182,Protein families: genetic information processing\n
629,Cre01.g050100,K01586,09105,Amino acid metabolism\n
630,Cre01.g050451,K16582,09182,Protein families: genetic information processing\n
631,Cre01.g050451,K16582,09183,Protein families: signaling and cellular processes\n
632,Cre01.g050950,K10960,09108,Metabolism of cofactors and vitamins\n
633,Cre01.g050950,K10960,09109,Metabolism of terpenoids and polyketides\n
634,Cre01.g051100,K06063,09121,Transcription\n
635,Cre01.g051100,K06063,09132,Signal transduction\n
636,Cre01.g051100,K06063,09161,Cancers: Overview\n
637,Cre01.g051100,K06063,09172,Infectious diseases: Viral\n
638,Cre01.g051100,K06063,09182,Protein families: genetic information processing\n
639,Cre01.g051211,K03327,09183,Protein families: signaling and cellular processes\n
640,Cre01.g051250,K02183,09132,Signal transduction\n
641,Cre01.g051250,K02183,04015,Rap1 signaling pathway\n
642,Cre01.g051250,K02183,04016,MAPK signaling pathway - plant\n
643,Cre01.g051250,K02183,04371,Apelin signaling pathway\n
644,Cre01.g051250,K02183,04020,Calcium signaling pathway\n
645,Cre01.g051250,K02183,04070,Phosphatidylinositol signaling system\n
646,Cre01.g051250,K02183,04024,cAMP signaling pathway\n
647,Cre01.g051250,K02183,04022,cGMP-PKG signaling pathway\n
648,Cre01.g051250,K02183,09143,Cell growth and death\n
649,Cre01.g051250,K02183,04218,Cellular senescence\n
650,Cre01.g051250,K02183,09151,Immune system\n
651,Cre01.g051250,K02183,09152,Endocrine system\n
652,Cre01.g051250,K02183,04922,Glucagon signaling pathway\n
653,Cre01.g051250,K02183,04912,GnRH signaling pathway\n
654,Cre01.g051250,K02183,04915,Estrogen signaling pathway\n
655,Cre01.g051250,K02183,04921,Oxytocin signaling pathway\n
656,Cre01.g051250,K02183,04916,Melanogenesis\n
657,Cre01.g051250,K02183,04924,Renin secretion\n
658,Cre01.g051250,K02183,04925,Aldosterone synthesis and secretion\n
659,Cre01.g051250,K02183,09153,Circulatory system\n
660,Cre01.g051250,K02183,04270,Vascular smooth muscle contraction\n
661,Cre01.g051250,K02183,09154,Digestive system\n
662,Cre01.g051250,K02183,04971,Gastric acid secretion\n
663,Cre01.g051250,K02183,09156,Nervous system\n
664,Cre01.g051250,K02183,04720,Long-term potentiation\n
665,Cre01.g051250,K02183,04722,Neurotrophin signaling pathway\n
666,Cre01.g051250,K02183,09157,Sensory system\n
667,Cre01.g051250,K02183,04745,Phototransduction - fly\n
668,Cre01.g051250,K02183,04740,Olfactory transduction\n
669,Cre01.g051250,K02183,04750,Inflammatory mediator regulation of TRP channels\n
670,Cre01.g051250,K02183,09159,Environmental adaptation\n
671,Cre01.g051250,K02183,04626,Plant-pathogen interaction\n
672,Cre01.g051250,K02183,09161,Cancers: Overview\n
673,Cre01.g051250,K02183,09162,Cancers: Specific types\n
674,Cre01.g051250,K02183,09164,Neurodegenerative diseases\n
675,Cre01.g051250,K02183,09165,Substance dependence\n
676,Cre01.g051250,K02183,05034,Alcoholism\n
677,Cre01.g051250,K02183,09166,Cardiovascular diseases\n
678,Cre01.g051250,K02183,09171,Infectious diseases: Bacterial\n
679,Cre01.g051250,K02183,05152,Tuberculosis\n
680,Cre01.g051250,K02183,09172,Infectious diseases: Viral\n
681,Cre01.g051250,K02183,05163,Human cytomegalovirus infection\n
682,Cre01.g051250,K02183,05167,Kaposi sarcoma-associated herpesvirus infection\n
683,Cre01.g051250,K02183,09181,Protein families: metabolism\n
684,Cre01.g051250,K02183,09182,Protein families: genetic information processing\n
685,Cre01.g051250,K02183,03036,Chromosome and associated proteins\n
686,Cre01.g051250,K02183,09183,Protein families: signaling and cellular processes\n
687,Cre01.g051400,K10949,09171,Infectious diseases: Bacterial\n
688,Cre01.g051400,K10949,09182,Protein families: genetic information processing\n
689,Cre01.g051900,K00411,09102,Energy metabolism\n
690,Cre01.g051900,K00411,09132,Signal transduction\n
691,Cre01.g051900,K00411,09153,Circulatory system\n
692,Cre01.g051900,K00411,09159,Environmental adaptation\n
693,Cre01.g051900,K00411,09164,Neurodegenerative diseases\n
694,Cre01.g051900,K00411,05012,Parkinson disease\n
695,Cre01.g051900,K00411,05016,Huntington disease\n
696,Cre01.g051900,K00411,09167,Endocrine and metabolic diseases\n
