	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
452	452	K00914	4070	Phosphatidylinositol signaling system	Cre02.g097650
453	453	K00914	9141	Transport and catabolism	Cre02.g097900
454	454	K00914	4140	Autophagy - animal	Cre12.g492851
455	455	K00914	4138	Autophagy - yeast	Cre02.g098300
456	456	K00914	4136	Autophagy - other	Cre02.g098450
457	457	K00914	9171	Infectious diseases: Bacterial	Cre02.g098800
458	458	K00914	9172	Infectious diseases: Viral	Cre08.g368400
459	459	K00914	9182	Protein families: genetic information processing	Cre02.g099000
460	460	K14007	9123	Folding, sorting and degradation	Cre02.g099000
461	461	K14007	9182	Protein families: genetic information processing	Cre11.g467609
462	462	K03321	9183	Protein families: signaling and cellular processes	Cre02.g099150
463	463	K08734	9124	Replication and repair	Cre02.g099200
464	464	K08734	3460	Fanconi anemia pathway	Cre07.g337650
465	465	K08734	9161	Cancers: Overview	Cre02.g100000
466	466	K08734	9162	Cancers: Specific types	Cre02.g100250
467	467	K08734	5226	Gastric cancer	Cre02.g101350
468	468	K08734	5213	Endometrial cancer	Cre02.g101400
469	469	K08734	9176	Drug resistance: Antineoplastic	Cre07.g352750
470	470	K08734	9182	Protein families: genetic information processing	Cre02.g101800
471	471	K11790	9182	Protein families: genetic information processing	Cre02.g101950
472	472	K14570	9122	Translation	Cre02.g102000
473	473	K14570	9182	Protein families: genetic information processing	Cre02.g102250
474	474	K02493	9182	Protein families: genetic information processing	Cre02.g102350
475	475	K10397	9183	Protein families: signaling and cellular processes	Cre02.g102400
476	476	K00318	9105	Amino acid metabolism	Cre02.g102500
477	477	K17361	9181	Protein families: metabolism	Cre02.g102800
478	478	K12868	9121	Transcription	Cre02.g102950
479	479	K12868	9182	Protein families: genetic information processing	Cre02.g103100
480	480	K12418	9181	Protein families: metabolism	Cre02.g103500
481	481	K03257	9122	Translation	Cre02.g103550
482	482	K03257	9182	Protein families: genetic information processing	Cre02.g103850
483	483	K03257	3012	Translation factors	Cre02.g104550
484	484	K03257	9183	Protein families: signaling and cellular processes	Cre02.g104650
485	485	K16196	9123	Folding, sorting and degradation	Cre13.g562150
486	486	K16196	9141	Transport and catabolism	Cre05.g235700
487	487	K16196	4138	Autophagy - yeast	Cre02.g105400
488	488	K16196	9172	Infectious diseases: Viral	Cre02.g105500
489	489	K16196	5164	Influenza A	Cre10.g430800
490	490	K16196	5160	Hepatitis C	Cre02.g105900
491	491	K16196	5168	Herpes simplex infection	Cre02.g106150
492	492	K16196	9181	Protein families: metabolism	Cre12.g530100
493	493	K01590	9105	Amino acid metabolism	Cre02.g106400
494	494	K08057	9123	Folding, sorting and degradation	Cre02.g106500
495	495	K08057	9141	Transport and catabolism	Cre02.g106550
496	496	K08057	9151	Immune system	Cre02.g106600
497	497	K08057	9172	Infectious diseases: Viral	Cre19.g750597
498	498	K08057	5170	Human immunodeficiency virus 1 infection	Cre10.g465900
499	499	K08057	5163	Human cytomegalovirus infection	Cre16.g685450
500	500	K08057	5169	Epstein-Barr virus infection	Cre02.g107300
501	501	K08057	9174	Infectious diseases: Parasitic	Cre16.g685450
502	502	K08057	9182	Protein families: genetic information processing	Cre03.g203850
503	503	K08057	9183	Protein families: signaling and cellular processes	Cre02.g107600
504	504	K06119	9103	Lipid metabolism	Cre17.g747397
505	505	K06119	9181	Protein families: metabolism	Cre02.g107850
506	506	K10257	9181	Protein families: metabolism	Cre02.g108000
507	507	K12900	9121	Transcription	Cre02.g108400
508	508	K12900	9181	Protein families: metabolism	Cre02.g108450
509	509	K12900	9182	Protein families: genetic information processing	Cre03.g181350
510	510	K05016	9181	Protein families: metabolism	Cre05.g238500
511	511	K05016	9183	Protein families: signaling and cellular processes	Cre18.g749447
512	512	K09875	9183	Protein families: signaling and cellular processes	Cre02.g109600
513	513	K07935	9182	Protein families: genetic information processing	Cre02.g109850
514	514	K07935	9183	Protein families: signaling and cellular processes	Cre14.g618000
515	515	K02981	9122	Translation	Cre02.g110750
516	516	K02981	9182	Protein families: genetic information processing	Cre09.g410850
517	517	K13126	9122	Translation	Cre14.g623950
518	518	K13126	3015	mRNA surveillance pathway	Cre17.g723300
519	519	K13126	9123	Folding, sorting and degradation	Cre14.g629920
520	520	K13126	9182	Protein families: genetic information processing	Cre02.g112000
521	521	K13126	3041	Spliceosome	Cre02.g112300
522	522	K00327	9191	Unclassified: metabolism	Cre02.g112300
523	523	K01462	9191	Unclassified: metabolism	Cre17.g735550
524	524	K01462	9191	Unclassified: metabolism	Cre02.g112400
525	525	K00784	9122	Translation	Cre17.g735550
526	526	K00784	9182	Protein families: genetic information processing	Cre02.g112850
527	527	K02898	9122	Translation	Cre12.g490100
528	528	K02898	9182	Protein families: genetic information processing	Cre12.g530650
529	529	K00949	9108	Metabolism of cofactors and vitamins	Cre17.g735550
530	530	K08867	9181	Protein families: metabolism	Cre16.g663900
531	531	K08867	1009	Protein phosphatases and associated proteins	Cre02.g114200
532	532	K08867	9181	Protein families: metabolism	Cre02.g114250
533	533	K08867	1009	Protein phosphatases and associated proteins	Cre08.g359700
534	534	K14326	9122	Translation	Cre06.g284450
535	535	K14326	3015	mRNA surveillance pathway	Cre17.g743897
536	536	K14326	9182	Protein families: genetic information processing	Cre19.g750597
537	537	K14490	9132	Signal transduction	Cre16.g683750
538	538	K10643	9123	Folding, sorting and degradation	Cre02.g115200
539	539	K10643	9182	Protein families: genetic information processing	Cre02.g115250
540	540	K10643	4121	Ubiquitin system	Cre05.g234550
541	541	K03294	9193	Unclassified: signaling and cellular processes	Cre02.g116300
542	542	K03850	9107	Glycan biosynthesis and metabolism	Cre12.g511900
543	543	K03850	9181	Protein families: metabolism	Cre06.g279400
544	544	K17505	9181	Protein families: metabolism	Cre02.g116750
545	545	K07305	9191	Unclassified: metabolism	Cre02.g117300
546	546	K08658	9109	Metabolism of terpenoids and polyketides	Cre02.g117350
547	547	K08658	9181	Protein families: metabolism	Cre02.g117500
548	548	K01681	9101	Carbohydrate metabolism	Cre02.g117550
549	549	K01681	630	Glyoxylate and dicarboxylate metabolism	Cre02.g117850
550	550	K01681	9102	Energy metabolism	Cre06.g289950
551	551	K19073	9108	Metabolism of cofactors and vitamins	Cre02.g118250
552	552	K17278	9183	Protein families: signaling and cellular processes	Cre17.g727700
553	553	K14191	9182	Protein families: genetic information processing	Cre02.g118500
554	554	K06941	9182	Protein families: genetic information processing	Cre02.g142186
555	555	K13600	9108	Metabolism of cofactors and vitamins	Cre02.g118850
556	556	K16749	9182	Protein families: genetic information processing	Cre02.g119000
557	557	K11663	9182	Protein families: genetic information processing	Cre02.g119100
558	558	K02153	9102	Energy metabolism	Cre02.g119100
559	559	K02153	9141	Transport and catabolism	Cre06.g278500
560	560	K02153	9155	Excretory system	Cre02.g119600
561	561	K02153	9156	Nervous system	Cre16.g659750
562	562	K02153	9163	Immune diseases	Cre02.g120150
563	563	K02153	9171	Infectious diseases: Bacterial	Cre02.g120150
564	564	K02153	5120	Epithelial cell signaling in Helicobacter pylori infection	Cre02.g141000
565	565	K02153	9172	Infectious diseases: Viral	Cre16.g689647
566	566	K01177	9101	Carbohydrate metabolism	Cre02.g141200
567	567	K06970	9182	Protein families: genetic information processing	Cre03.g211073
568	568	K00799	9106	Metabolism of other amino acids	Cre02.g141400
569	569	K00799	9111	Xenobiotics biodegradation and metabolism	Cre02.g141450
570	570	K00799	982	Drug metabolism - cytochrome P450	Cre19.g751347
571	571	K00799	983	Drug metabolism - other enzymes	Cre16.g685450
572	572	K00799	9161	Cancers: Overview	Cre07.g344100
573	573	K00799	5204	Chemical carcinogenesis	Cre02.g141706
574	574	K00799	9162	Cancers: Specific types	Cre02.g141846
575	575	K00799	9166	Cardiovascular diseases	Cre03.g167000
576	576	K00799	9176	Drug resistance: Antineoplastic	Cre02.g142086
577	577	K00799	9183	Protein families: signaling and cellular processes	Cre02.g142186
578	578	K17592	9181	Protein families: metabolism	Cre16.g678437
579	579	K10525	9103	Lipid metabolism	Cre02.g142350
580	580	K15283	9183	Protein families: signaling and cellular processes	Cre03.g152000
581	581	K13912	9154	Digestive system	Cre02.g142352
582	582	K11155	9103	Lipid metabolism	Cre02.g142602
583	583	K11155	9108	Metabolism of cofactors and vitamins	Cre12.g503850
584	584	K11155	9154	Digestive system	Cre02.g142850
585	585	K01262	9181	Protein families: metabolism	Cre45.g760847
586	586	K01866	9122	Translation	Cre02.g143000
587	587	K01866	9181	Protein families: metabolism	Cre02.g143050
588	588	K01866	9182	Protein families: genetic information processing	Cre14.g628400
589	589	K01866	3029	Mitochondrial biogenesis	Cre17.g728800
590	590	K04649	9123	Folding, sorting and degradation	Cre02.g143547
591	591	K04649	9182	Protein families: genetic information processing	Cre18.g748947
592	592	K18342	9182	Protein families: genetic information processing	Cre02.g144350
593	593	K07893	9182	Protein families: genetic information processing	Cre02.g144400
594	594	K07893	9183	Protein families: signaling and cellular processes	Cre16.g676757
595	595	K07893	4031	GTP-binding proteins	Cre16.g676757
596	596	K10268	9182	Protein families: genetic information processing	Cre16.g676757
597	597	K05864	9143	Cell growth and death	Cre16.g676757
598	598	K05864	4218	Cellular senescence	Cre02.g144800
599	599	K05864	9182	Protein families: genetic information processing	Cre02.g145000
600	600	K02882	9122	Translation	Cre02.g145050
601	601	K02882	9182	Protein families: genetic information processing	Cre17.g719250
602	602	K11583	9122	Translation	Cre02.g145200
603	603	K11583	9132	Signal transduction	Cre02.g145231
604	604	K11583	4151	PI3K-Akt signaling pathway	Cre12.g529400
605	605	K11583	4152	AMPK signaling pathway	Cre02.g145300
606	606	K11583	9153	Circulatory system	Cre02.g145750
607	607	K11583	9156	Nervous system	Cre02.g145750
608	608	K11583	9172	Infectious diseases: Viral	Cre02.g145800
609	609	K11583	9181	Protein families: metabolism	Cre02.g146000
610	610	K11583	9182	Protein families: genetic information processing	Cre02.g146050
611	611	K07934	9182	Protein families: genetic information processing	Cre07.g322000
612	612	K07934	9183	Protein families: signaling and cellular processes	Cre02.g146500
613	613	K01922	9108	Metabolism of cofactors and vitamins	Cre02.g146600
614	614	K19355	9101	Carbohydrate metabolism	Cre02.g146650
615	615	K16470	9182	Protein families: genetic information processing	Cre02.g146950
616	616	K13421	9104	Nucleotide metabolism	Cre02.g147302
617	617	K13421	9111	Xenobiotics biodegradation and metabolism	Cre12.g521950
618	618	K01922	9108	Metabolism of cofactors and vitamins	Cre02.g147650
619	619	K02261	9102	Energy metabolism	Cre12.g510900
620	620	K02261	9153	Circulatory system	Cre12.g533550
621	621	K02261	9159	Environmental adaptation	Cre03.g143887
622	622	K02261	9164	Neurodegenerative diseases	Cre13.g587150
623	623	K02261	5012	Parkinson disease	Cre07.g335950
624	624	K02261	5016	Huntington disease	Cre19.g750597
625	625	K02261	9167	Endocrine and metabolic diseases	Cre03.g144627
626	626	K02261	9182	Protein families: genetic information processing	Cre03.g144807
627	627	K02116	9181	Protein families: metabolism	Cre12.g533550
628	628	K18477	9182	Protein families: genetic information processing	Cre03.g144867
629	629	K01586	9105	Amino acid metabolism	Cre03.g144907
630	630	K16582	9182	Protein families: genetic information processing	Cre03.g144967
631	631	K16582	9183	Protein families: signaling and cellular processes	Cre03.g145087
632	632	K10960	9108	Metabolism of cofactors and vitamins	Cre16.g657979
633	633	K10960	9109	Metabolism of terpenoids and polyketides	Cre16.g685450
634	634	K06063	9121	Transcription	Cre03.g145227
635	635	K06063	9132	Signal transduction	Cre03.g145267
636	636	K06063	9161	Cancers: Overview	Cre03.g145447
637	637	K06063	9172	Infectious diseases: Viral	Cre13.g574800
638	638	K06063	9182	Protein families: genetic information processing	Cre03.g145687
639	639	K03327	9183	Protein families: signaling and cellular processes	Cre13.g606050
640	640	K02183	9132	Signal transduction	Cre03.g145747
641	641	K02183	4015	Rap1 signaling pathway	Cre03.g145767
642	642	K02183	4016	MAPK signaling pathway - plant	Cre03.g145887
643	643	K02183	4371	Apelin signaling pathway	Cre03.g145907
644	644	K02183	4020	Calcium signaling pathway	Cre07.g326950
645	645	K02183	4070	Phosphatidylinositol signaling system	Cre03.g146187
646	646	K02183	4024	cAMP signaling pathway	Cre16.g681700
647	647	K02183	4022	cGMP-PKG signaling pathway	Cre03.g146487
648	648	K02183	9143	Cell growth and death	Cre04.g230144
649	649	K02183	4218	Cellular senescence	Cre03.g146527
650	650	K02183	9151	Immune system	Cre03.g148050
651	651	K02183	9152	Endocrine system	Cre03.g148450
652	652	K02183	4922	Glucagon signaling pathway	Cre06.g298550
653	653	K02183	4912	GnRH signaling pathway	Cre12.g514750
654	654	K02183	4915	Estrogen signaling pathway	Cre03.g149300
655	655	K02183	4921	Oxytocin signaling pathway	Cre03.g149500
656	656	K02183	4916	Melanogenesis	Cre03.g149650
657	657	K02183	4924	Renin secretion	Cre03.g149800
658	658	K02183	4925	Aldosterone synthesis and secretion	Cre14.g618000
659	659	K02183	9153	Circulatory system	Cre09.g396139
660	660	K02183	4270	Vascular smooth muscle contraction	Cre03.g150400
661	661	K02183	9154	Digestive system	Cre10.g430800
662	662	K02183	4971	Gastric acid secretion	Cre03.g150950
663	663	K02183	9156	Nervous system	Cre03.g151400
664	664	K02183	4720	Long-term potentiation	Cre03.g151750
665	665	K02183	4722	Neurotrophin signaling pathway	Cre03.g152000
666	666	K02183	9157	Sensory system	Cre12.g534945
667	667	K02183	4745	Phototransduction - fly	Cre03.g152850
668	668	K02183	4740	Olfactory transduction	Cre03.g152850
669	669	K02183	4750	Inflammatory mediator regulation of TRP channels	Cre16.g691900
670	670	K02183	9159	Environmental adaptation	Cre03.g153800
671	671	K02183	4626	Plant-pathogen interaction	Cre03.g154150
672	672	K02183	9161	Cancers: Overview	Cre03.g154425
673	673	K02183	9162	Cancers: Specific types	Cre03.g154550
674	674	K02183	9164	Neurodegenerative diseases	Cre03.g154850
675	675	K02183	9165	Substance dependence	Cre14.g611517
676	676	K02183	5034	Alcoholism	Cre03.g207713
677	677	K02183	9166	Cardiovascular diseases	Cre03.g155051
678	678	K02183	9171	Infectious diseases: Bacterial	Cre03.g155200
679	679	K02183	5152	Tuberculosis	Cre03.g155800
680	680	K02183	9172	Infectious diseases: Viral	Cre12.g545177
681	681	K02183	5163	Human cytomegalovirus infection	Cre03.g156100
682	682	K02183	5167	Kaposi sarcoma-associated herpesvirus infection	Cre03.g156150
683	683	K02183	9181	Protein families: metabolism	Cre03.g156750
684	684	K02183	9182	Protein families: genetic information processing	Cre06.g285250
685	685	K02183	3036	Chromosome and associated proteins	Cre03.g157300
686	686	K02183	9183	Protein families: signaling and cellular processes	Cre03.g158000
687	687	K10949	9171	Infectious diseases: Bacterial	Cre03.g158150
